borough,BBL,energy_star_core,EUI,emission_ton,emission_intensity_kg/ft2,square,standard,penalty
MANHATTAN,1-00629-0001,,235.6,493.4,15.7,31426.8,0.00675,75380.1
BRONX,2-02842-0071,12.0,123.5,350.0,7.1,49295.8,0.00675,4623.9
QUEENS,4015470016,12.0,126.1,618.9,7.3,84780.8,0.00675,12496.7
BRONX,2032930139,13.0,123.8,339.0,7.0,48428.6,0.00675,3244.7
BRONX,2032130024,5.0,153.3,319.2,9.9,32242.4,0.00675,27219.1
QUEENS,4006540024,14.0,123.6,219.1,7.0,31300.0,0.00675,2097.1
MANHATTAN,1-00997-0047,12.0,133.3,224.9,7.9,28468.4,0.00675,8773.9
BROOKLYN,3-01396-0013,18.0,93.1,221.5,7.0,31642.9,0.00675,2120.0
BRONX,2-03214-0074,33.0,103.1,345.6,7.5,46080.0,0.00675,9262.1
MANHATTAN,1-01922-0061,32.0,109.1,219.4,6.8,32264.7,0.00675,432.4
MANHATTAN,1-01862-7501,9.0,116.1,284.7,6.8,41867.6,0.00675,561.1
QUEENS,4-01739-0017,9.0,148.8,270.8,8.4,32238.1,0.00675,14255.7
MANHATTAN,1-00385-0005,26.0,111.1,244.8,6.8,36000.0,0.00675,482.4
MANHATTAN,1-01056-0019,41.0,124.8,233.3,7.4,31527.0,0.00675,5492.1
BROOKLYN,3-02334-7501,1.0,106.2,295.8,7.1,41662.0,0.00675,3907.8
BRONX,2-03165-0024,25.0,121.1,207.2,6.9,30029.0,0.00675,1207.1
BROOKLYN,3-05656-0006,,137.5,266.1,7.8,34115.4,0.00675,9600.0
BROOKLYN,3-05656-0001,,151.5,298.1,8.7,34264.4,0.00675,17906.5
MANHATTAN,1-02091-0032,,120.9,337.6,7.2,46888.9,0.00675,5654.8
QUEENS,4005650023,1.0,184.0,281.0,10.4,27019.2,0.00675,26430.3
QUEENS,4-09260-0018,21.0,107.4,333.1,8.1,41123.5,0.00675,14878.4
QUEENS,4-08876-0006,4.0,128.9,210.6,7.3,28849.3,0.00675,4252.4
MANHATTAN,1-00175-7505,,125.7,306.1,8.3,36879.5,0.00675,15319.8
BRONX,2-03228-0009,4.0,152.5,451.5,8.8,51306.8,0.00675,28188.0
BRONX,2-03167-0068,2.0,139.6,298.7,8.3,35988.0,0.00675,14949.3
BROOKLYN,3-04620-0035,1.0,129.6,220.3,7.8,28243.6,0.00675,7947.7
QUEENS,4-03093-0055,10.0,122.0,247.3,6.9,35840.6,0.00675,1440.8
BROOKLYN,3-05101-0090,55.0,143.1,189.9,8.1,23444.4,0.00675,8482.3
MANHATTAN,1-01881-0035,1.0,127.5,314.8,9.3,33849.5,0.00675,23132.7
MANHATTAN,1-01726-0039,1.0,191.9,535.0,13.9,38489.2,0.00675,73753.0
BRONX,2-03149-0056,13.0,118.1,285.5,8.7,32816.1,0.00675,17149.7
BRONX,2-02435-0020,33.0,114.5,322.6,8.5,37952.9,0.00675,17800.0
BRONX,2-02813-0003,28.0,133.7,360.7,9.9,36434.3,0.00675,30758.0
BRONX,2-03218-0078,46.0,95.6,330.6,7.1,46563.4,0.00675,4367.6
BRONX,2031840019,,110.0,307.4,8.1,37950.6,0.00675,13730.6
BRONX,2-03184-0026,21.0,125.2,317.8,9.3,34172.0,0.00675,23353.3
BRONX,2-03025-0009,,99.4,276.2,7.3,37835.6,0.00675,5577.0
BRONX,2-02791-0040,31.0,105.9,295.4,7.9,37392.4,0.00675,11524.3
BRONX,2-03332-0030,28.0,103.7,345.5,7.6,45460.5,0.00675,10356.0
MANHATTAN,1-01217-0035,1.0,117.4,240.1,7.7,31181.8,0.00675,7938.9
MANHATTAN,1-00796-7501,2.0,159.1,345.9,9.1,38011.0,0.00675,23939.3
QUEENS,4-01508-0006,,130.2,461.4,9.6,48062.5,0.00675,36710.1
BROOKLYN,3-05714-0033,24.0,101.5,222.5,7.5,29666.7,0.00675,5962.9
QUEENS,4-01271-0006,1.0,135.5,244.0,7.6,32105.3,0.00675,7313.5
BRONX,2-02966-0017,10.0,135.9,248.1,7.7,32220.8,0.00675,8203.4
BRONX,2-03219-0094,7.0,126.1,335.0,9.3,36021.5,0.00675,24617.1
BRONX,2-02805-0060,15.0,127.8,279.7,7.3,38315.1,0.00675,5647.6
BRONX,2-03071-0025,3.0,131.4,218.2,7.7,28337.7,0.00675,7214.7
BRONX,2031730064,1.0,391.9,1144.2,23.3,49107.3,0.00675,217810.5
MANHATTAN,1008230047,,114.8,249.3,8.2,30402.4,0.00675,11814.5
BRONX,2-02990-0037,9.0,147.3,216.2,8.2,26365.9,0.00675,10245.7
BRONX,2-02724-7502,1.0,295.8,1268.8,17.3,73341.0,0.00675,207364.5
BRONX,2-02712-0001,31.0,118.1,248.7,6.8,36573.5,0.00675,490.1
BRONX,2-02712-0040,24.0,120.6,195.3,7.0,27900.0,0.00675,1869.3
BROOKLYN,3-05042-0050,37.0,112.9,248.0,8.4,29523.8,0.00675,13055.4
QUEENS,4-02159-0002,9.0,132.2,3022.7,7.7,392558.4,0.00675,99945.5
MANHATTAN,1021740088,3.0,151.0,146.9,9.2,15967.4,0.00675,10484.2
BROOKLYN,3-05170-0010,13.0,122.4,341.6,6.9,49507.2,0.00675,1990.3
MANHATTAN,1021680070,24.0,139.2,289.2,7.8,37076.9,0.00675,10433.5
MANHATTAN,1021690060,25.0,141.1,222.8,8.0,27850.0,0.00675,9329.8
MANHATTAN,1021450044,23.0,133.8,169.9,7.6,22355.3,0.00675,5092.5
MANHATTAN,1021430020,3.0,174.1,390.1,9.6,40635.4,0.00675,31037.4
MANHATTAN,1022270029,4.0,133.7,321.6,7.9,40708.9,0.00675,12546.4
MANHATTAN,1022300011,27.0,121.3,239.9,6.9,34768.1,0.00675,1397.7
MANHATTAN,1021450031,21.0,139.9,144.2,8.0,18025.0,0.00675,6038.4
MANHATTAN,1021330024,23.0,139.2,175.0,7.9,22151.9,0.00675,6827.2
MANHATTAN,1021740241,33.0,119.1,233.3,6.9,33811.6,0.00675,1359.2
MANHATTAN,1021740245,27.0,126.6,246.4,7.2,34222.2,0.00675,4127.2
MANHATTAN,1021740034,4.0,179.0,182.5,10.4,17548.1,0.00675,17165.5
MANHATTAN,1022270008,34.0,128.7,151.0,7.3,20684.9,0.00675,3049.0
BROOKLYN,3-01422-0042,23.0,119.3,291.5,8.9,32752.8,0.00675,18872.2
BROOKLYN,3-05403-0016,6.0,136.6,296.6,7.7,38519.5,0.00675,9807.0
BRONX,2-04825-0068,22.0,131.7,277.0,7.4,37432.4,0.00675,6520.8
BRONX,2-04994-0011,28.0,127.3,265.8,7.2,36916.7,0.00675,4452.1
BRONX,2-03324-0117,16.0,124.9,451.3,9.1,49593.4,0.00675,31233.9
QUEENS,4-00673-0030,46.0,113.6,221.4,8.4,26357.1,0.00675,11655.2
MANHATTAN,1015450034,6.0,119.3,228.8,6.8,33647.1,0.00675,450.8
MANHATTAN,1-00608-7501,30.0,108.9,1484.3,7.7,192766.2,0.00675,49078.3
MANHATTAN,1-00379-0034,12.0,132.5,177.8,8.2,21682.9,0.00675,8426.0
BROOKLYN,3-06751-0012,40.0,101.7,304.5,7.5,40600.0,0.00675,8160.6
QUEENS,4-09802-0058,23.0,122.2,215.1,6.8,31632.4,0.00675,423.8
QUEENS,4-02999-0028,1.0,142.2,293.3,8.1,36209.9,0.00675,13100.7
BROOKLYN,3075480020,1.0,271.1,413.5,14.7,28129.3,0.00675,59932.1
BROOKLYN,3067210053,5.0,130.2,223.6,7.2,31055.6,0.00675,3745.2
BROOKLYN,3038860119,5.0,128.6,319.5,7.2,44375.0,0.00675,5351.6
BROOKLYN,3013740021,7.0,123.5,195.1,6.9,28275.4,0.00675,1136.6
BRONX,2031820045,1.0,593.9,1683.7,44.0,38265.9,0.00675,382008.6
BRONX,2032490120,11.0,113.8,350.4,8.4,41714.3,0.00675,18446.0
BRONX,2031710031,12.0,121.1,318.2,8.9,35752.8,0.00675,20600.8
BRONX,2031640011,1.0,164.4,411.6,10.4,39576.9,0.00675,38714.2
BRONX,2031150009,15.0,136.9,330.1,10.0,33010.0,0.00675,28751.7
QUEENS,4008480069,1.0,176.7,433.6,10.1,42930.7,0.00675,38543.2
BRONX,2-02623-0001,21.0,126.9,351.0,7.3,48082.2,0.00675,7087.3
BRONX,2048270013,6.0,129.7,294.7,7.7,38272.7,0.00675,9744.3
BRONX,2031700015,6.0,142.6,289.5,8.0,36187.5,0.00675,12122.8
BRONX,2031960001,13.0,113.9,345.9,7.6,45513.2,0.00675,10367.8
BRONX,2033310026,32.0,104.9,327.0,7.9,41392.4,0.00675,12757.1
MANHATTAN,1-01347-0018,28.0,138.8,395.3,10.5,37647.6,0.00675,37835.9
BRONX,2025540005,1.0,174.9,296.8,10.1,29386.1,0.00675,26382.9
BRONX,2025520040,5.0,157.0,363.7,9.1,39967.0,0.00675,25171.3
BRONX,2025680045,1.0,164.9,421.9,9.4,44883.0,0.00675,31875.9
BRONX,2025680051,12.0,141.9,271.7,8.1,33543.2,0.00675,12136.0
BRONX,2025540049,21.0,121.1,283.7,7.1,39957.7,0.00675,3748.1
BRONX,2025680054,10.0,152.9,235.4,8.9,26449.4,0.00675,15240.2
QUEENS,4-09818-0049,1.0,188.3,406.9,10.4,39125.0,0.00675,38272.1
QUEENS,4-10824-0011,3.0,115.6,221.1,6.8,32514.7,0.00675,435.7
BRONX,2025550030,13.0,138.5,257.0,8.1,31728.4,0.00675,11479.3
BRONX,2025680057,1.0,393.3,603.0,23.0,26217.4,0.00675,114176.7
BRONX,2025510062,2.0,178.2,281.0,10.3,27281.6,0.00675,25955.6
BRONX,2025530023,12.0,138.0,273.1,8.1,33716.0,0.00675,12198.6
BRONX,2025510065,23.0,122.3,225.6,7.0,32228.6,0.00675,2159.3
BRONX,2025550003,5.0,158.9,384.2,9.4,40872.3,0.00675,29027.6
BRONX,2025530031,4.0,162.7,314.1,9.4,33414.9,0.00675,23731.2
MANHATTAN,1020390058,1.0,238.0,411.1,13.3,30909.8,0.00675,54259.0
MANHATTAN,1020390055,26.0,117.6,210.3,6.8,30926.5,0.00675,414.4
MANHATTAN,1007440043,1.0,208.5,351.5,13.6,25845.6,0.00675,47447.3
MANHATTAN,1020447502,6.0,132.7,271.4,7.7,35246.8,0.00675,8973.7
MANHATTAN,1-00457-0001,27.0,111.7,302.7,7.1,42633.8,0.00675,3999.1
BRONX,2032970028,67.0,94.3,199.7,7.0,28528.6,0.00675,1911.4
BRONX,2-02763-0155,19.0,116.0,227.7,6.8,33485.3,0.00675,448.7
MANHATTAN,1020700039,4.0,149.5,341.7,8.3,41168.7,0.00675,17101.4
BRONX,2025100040,1.0,209.5,1621.7,11.6,139801.7,0.00675,181714.3
BRONX,2031420009,5.0,131.7,398.5,7.5,53133.3,0.00675,10679.9
QUEENS,4-05386-0020,18.0,107.4,252.1,8.0,31512.5,0.00675,10556.7
BRONX,2032830091,21.0,106.5,218.8,7.9,27696.2,0.00675,8536.0
QUEENS,4-08490-0002,11.0,136.9,897.2,7.7,116519.5,0.00675,29665.8
,4-08441-0001,25.0,118.2,913.0,6.8,134264.7,0.00675,1799.2
QUEENS,4-08446-0001,18.0,123.8,983.6,7.1,138535.2,0.00675,12994.6
QUEENS,4-08450-0001,1.0,136.5,883.7,7.7,114766.2,0.00675,29219.5
QUEENS,4-08447-0001,4.0,152.2,1339.6,8.6,155767.4,0.00675,77229.6
QUEENS,4-08440-0001,17.0,122.1,736.8,7.0,105257.1,0.00675,7052.3
MANHATTAN,1-01774-0051,37.0,142.0,297.1,8.4,35369.0,0.00675,15640.3
BRONX,2-03159-0040,2.0,214.9,383.5,12.5,30680.0,0.00675,47277.9
BRONX,2-03328-0125,16.0,173.8,347.0,9.8,35408.2,0.00675,28942.6
QUEENS,4-01466-0039,12.0,165.0,368.6,9.7,38000.0,0.00675,30042.8
MANHATTAN,1-02002-0011,92.0,101.5,256.3,7.5,34173.3,0.00675,6868.9
MANHATTAN,1-02002-0097,59.0,142.3,384.4,10.6,36264.2,0.00675,37417.3
BRONX,2-02983-0023,27.0,126.6,215.9,8.0,26987.5,0.00675,9040.8
MANHATTAN,1-01530-0015,30.0,138.5,242.6,9.4,25808.5,0.00675,18329.2
MANHATTAN,1-02080-0059,8.0,128.5,329.1,9.0,36566.7,0.00675,22049.6
BRONX,2-03723-0048,1.0,118.1,375.0,8.4,44642.9,0.00675,19741.0
BRONX,2028780001,3.0,121.2,349.6,7.7,45402.6,0.00675,11559.5
BRONX,2028780015,1.0,151.4,402.6,9.0,44733.3,0.00675,26974.3
MANHATTAN,1-02155-0068,36.0,146.8,371.1,8.8,42170.5,0.00675,23168.4
MANHATTAN,2007720045,,174.7,253.5,10.3,24611.7,0.00675,23415.4
BROOKLYN,3087910224,21.0,126.6,272.4,7.2,37833.3,0.00675,4562.8
BRONX,2033180056,81.0,112.6,204.6,8.3,24650.6,0.00675,10239.9
BRONX,2028910064,63.0,141.8,252.3,10.5,24028.6,0.00675,24148.7
BRONX,2037440039,14.0,156.5,459.2,9.3,49376.3,0.00675,33743.9
BRONX,2033570001,,161.7,244.5,9.1,26868.1,0.00675,16921.6
BRONX,2024570021,16.0,116.5,384.8,8.6,44744.2,0.00675,22184.1
BRONX,2-02998-0135,38.0,125.5,328.9,9.3,35365.6,0.00675,24168.8
MANHATTAN,1-01585-0008,41.0,116.2,369.7,8.7,42494.3,0.00675,22207.4
BROOKLYN,3-01363-0068,10.0,122.2,216.9,7.0,30985.7,0.00675,2076.1
BROOKLYN,3-01399-0039,1.0,169.8,296.9,9.6,30927.1,0.00675,23622.1
BRONX,2-02877-0453,9.0,124.0,202.3,7.2,28097.2,0.00675,3388.6
QUEENS,4-01518-0083,7.0,141.2,286.2,8.2,34902.4,0.00675,13563.2
MANHATTAN,1015520029,1.0,149.9,273.3,9.5,28768.4,0.00675,21202.4
QUEENS,4014940029,1.0,257.5,565.5,17.6,32130.7,0.00675,93429.6
QUEENS,4013040021,34.0,123.0,247.8,7.6,32605.3,0.00675,7427.4
BROOKLYN,3-00395-0059,27.0,131.2,243.7,7.9,30848.1,0.00675,9507.4
MANHATTAN,1021360175,,116.4,506.6,8.7,58229.9,0.00675,30430.9
BROOKLYN,3-06562-0001,2.0,137.1,295.7,7.9,37430.4,0.00675,11536.0
QUEENS,4-02864-0021,28.0,120.4,459.2,6.9,66550.7,0.00675,2675.4
QUEENS,4-05104-0027,,119.4,305.0,6.9,44202.9,0.00675,1777.0
BROOKLYN,3-03782-0140,11.0,122.5,616.8,7.1,86873.2,0.00675,8148.8
BRONX,2032130037,4.0,129.4,191.9,7.3,26287.7,0.00675,3874.8
BRONX,2032890053,3.0,134.6,190.5,7.5,25400.0,0.00675,5105.4
BRONX,2029900022,1.0,139.7,221.6,8.4,26381.0,0.00675,11665.6
BRONX,2029980014,1.0,500.2,980.9,27.0,36329.6,0.00675,197161.0
BRONX,2043220038,8.0,122.8,321.1,7.0,45871.4,0.00675,3073.4
MANHATTAN,1-01246-0058,10.0,125.1,178.2,7.0,25457.1,0.00675,1705.7
MANHATTAN,1-01390-7504,,130.8,262.8,9.3,28258.1,0.00675,19311.5
MANHATTAN,1022170035,1.0,170.8,411.5,9.5,43315.8,0.00675,31923.7
QUEENS,4-08092-0028,19.0,123.8,210.8,7.2,29277.8,0.00675,3530.9
QUEENS,4-00548-0016,27.0,108.3,237.3,8.1,29296.3,0.00675,10599.4
MANHATTAN,1-01154-0158,1.0,555.5,813.5,30.0,27116.7,0.00675,168963.9
BROOKLYN,3-00769-0011,14.0,98.1,240.9,7.3,33000.0,0.00675,4864.2
MANHATTAN,1-01392-0046,1.0,292.7,471.9,16.8,28089.3,0.00675,75655.7
MANHATTAN,1-01392-0028,1.0,131.6,512.5,10.5,48809.5,0.00675,49053.6
MANHATTAN,1-02179-0112,40.0,96.5,288.4,7.3,39506.8,0.00675,5823.4
MANHATTAN,1-00893-0002,29.0,116.2,325.9,8.7,37459.8,0.00675,19576.4
BROOKLYN,3-04598-0058,1.0,163.5,328.8,12.2,26950.8,0.00675,39364.4
BRONX,2-03168-0016,25.0,121.0,403.0,6.8,59264.7,0.00675,794.2
BRONX,2-03253-0051,3.0,152.0,647.9,8.4,77131.0,0.00675,34107.2
BRONX,2-02784-0010,14.0,126.2,518.2,7.2,71972.2,0.00675,8679.9
BRONX,2-02506-0121,1.0,259.4,730.6,14.3,51090.9,0.00675,103377.4
,1-02002-0042,,94.4,329.5,7.1,46408.5,0.00675,4353.0
MANHATTAN,1-01036-0028,44.0,126.2,319.7,7.2,44402.8,0.00675,5354.9
BROOKLYN,3063160043,10.0,122.8,289.4,6.9,41942.0,0.00675,1686.1
QUEENS,4-05301-0033,10.0,105.0,316.8,7.8,40615.4,0.00675,11429.1
MANHATTAN,1-01552-7502,18.0,112.4,195.0,6.8,28676.5,0.00675,384.2
BROOKLYN,3-07558-0063,19.0,134.5,332.5,7.6,43750.0,0.00675,9966.2
BROOKLYN,3-03782-0130,3.0,120.7,426.1,7.5,56813.3,0.00675,11419.5
QUEENS,4-01238-0040,37.0,122.8,1224.9,7.2,170125.0,0.00675,20517.1
QUEENS,4-05121-0050,25.0,122.5,233.5,7.0,33357.1,0.00675,2235.0
BRONX,2-03515-0001,1.0,114.7,3517.7,8.9,395247.2,0.00675,227741.4
BRONX,2-02514-0050,1.0,136.9,445.9,8.8,50670.5,0.00675,27838.3
,1011050036,,112.8,1150.3,8.0,143787.5,0.00675,48168.8
QUEENS,4-01003-0011,2.0,168.3,447.5,11.7,38247.9,0.00675,50739.5
,3042340017,11.0,134.8,230.0,7.2,31944.4,0.00675,3852.6
BROOKLYN,3-08815-0101,3.0,165.5,357.3,11.2,31901.8,0.00675,38046.0
QUEENS,4-01492-7501,1.0,158.7,249.1,9.7,25680.4,0.00675,20303.0
MANHATTAN,1-02013-0009,16.0,198.4,395.8,14.9,26563.8,0.00675,58020.5
QUEENS,4-00199-7501,45.0,113.0,304.7,8.4,36273.8,0.00675,16040.3
MANHATTAN,1011860009,51.0,96.6,305.3,7.3,41821.9,0.00675,6164.6
BRONX,2043410075,53.0,91.6,216.7,6.9,31405.8,0.00675,1262.5
QUEENS,4023740106,8.0,122.0,225.6,6.9,32695.7,0.00675,1314.3
BROOKLYN,3-03875-0054,22.0,117.8,190.9,7.3,26150.7,0.00675,3854.6
MANHATTAN,1020790007,24.0,115.4,364.7,8.6,42407.0,0.00675,21025.3
BROOKLYN,3-03590-0011,2.0,168.0,2833.4,9.5,298252.6,0.00675,219812.2
MANHATTAN,1-02120-0001,,131.7,398.0,7.7,51688.3,0.00675,13159.9
MANHATTAN,1003310065,,119.2,2042.4,6.8,300352.9,0.00675,4024.8
QUEENS,4-01485-0037,33.0,121.4,308.4,7.0,44057.1,0.00675,2951.9
,1-01446-0005,40.0,95.1,309.7,7.2,43013.9,0.00675,5187.5
,1-01577-0045,55.0,122.8,355.7,9.2,38663.0,0.00675,25386.2
MANHATTAN,1003040021,1.0,157.2,265.3,10.0,26530.0,0.00675,23107.6
MANHATTAN,1-02127-0029,14.0,125.4,196.8,7.5,26240.0,0.00675,5274.2
MANHATTAN,1-01169-0057,17.0,136.7,358.1,7.8,45910.3,0.00675,12919.1
BRONX,2-04429-0006,29.0,124.3,222.1,7.0,31728.6,0.00675,2125.8
MANHATTAN,1-02063-0057,7.0,173.2,283.0,9.6,29479.2,0.00675,22516.1
MANHATTAN,1-02098-0043,64.0,97.3,304.3,7.3,41684.9,0.00675,6144.4
MANHATTAN,1-02050-0118,7.0,178.7,467.4,9.8,47693.9,0.00675,38984.9
MANHATTAN,1-02139-0312,63.0,93.3,285.3,7.0,40757.1,0.00675,2730.8
MANHATTAN,1-01086-0031,3.0,145.5,310.4,9.8,31673.5,0.00675,25889.8
MANHATTAN,1-01522-0041,67.0,91.5,217.5,6.9,31521.7,0.00675,1267.2
MANHATTAN,1-02075-0011,1.0,196.2,436.5,14.8,29493.2,0.00675,63628.8
MANHATTAN,1-02066-0029,5.0,167.4,409.7,11.2,36580.4,0.00675,43625.7
MANHATTAN,1-02067-0043,41.0,109.0,216.8,8.1,26765.4,0.00675,9683.8
BRONX,2-02472-0028,11.0,153.1,335.8,11.4,29456.1,0.00675,36708.3
BRONX,2-02794-0062,38.0,109.5,263.6,8.2,32146.3,0.00675,12492.1
BRONX,2-02845-0045,18.0,134.5,204.9,7.6,26960.5,0.00675,6141.7
BRONX,2-02720-0041,31.0,102.8,314.9,7.7,40896.1,0.00675,10412.2
MANHATTAN,1-02180-0450,34.0,107.0,1088.2,8.0,136025.0,0.00675,45568.4
BROOKLYN,3-08772-0022,61.0,105.8,217.2,7.9,27493.7,0.00675,8473.5
BROOKLYN,3050820003,5.0,123.1,196.9,6.8,28955.9,0.00675,388.0
BROOKLYN,3-04622-0036,5.0,119.8,297.3,6.9,43087.0,0.00675,1732.0
BRONX,2-02432-0001,1.0,125.8,347.8,7.5,46373.3,0.00675,9321.1
BRONX,2-02514-0025,4.0,123.8,298.9,7.1,42098.6,0.00675,3948.8
BRONX,2-02802-0017,1.0,233.2,386.2,12.9,29938.0,0.00675,49343.8
BRONX,2-03713-0037,3.0,118.7,469.0,6.9,67971.0,0.00675,2732.5
BRONX,2-03717-0032,1.0,146.7,342.2,8.3,41228.9,0.00675,17126.5
BRONX,2-03713-0043,6.0,119.0,279.8,6.8,41147.1,0.00675,551.3
BRONX,2-02807-0035,4.0,121.8,230.7,7.0,32957.1,0.00675,2208.2
MANHATTAN,1-00943-7501,16.0,106.7,6342.3,7.1,893281.7,0.00675,83789.8
MANHATTAN,1-02171-0105,49.0,95.2,310.9,7.1,43788.7,0.00675,4107.4
MANHATTAN,1-02243-0354,51.0,95.0,336.8,7.1,47436.6,0.00675,4449.6
MANHATTAN,1-01883-0025,77.0,92.6,181.0,6.9,26231.9,0.00675,1054.5
MANHATTAN,1-02139-0316,62.0,100.0,305.7,7.5,40760.0,0.00675,8192.8
MANHATTAN,1-01207-0006,35.0,114.4,248.0,8.6,28837.2,0.00675,14297.5
MANHATTAN,1-02170-0340,5.0,168.3,282.3,9.4,30031.9,0.00675,21328.7
BROOKLYN,3-01192-0006,1.0,229.7,375.1,12.5,30008.0,0.00675,46242.3
BRONX,2-02609-0043,46.0,105.0,255.5,7.8,32756.4,0.00675,9217.7
MANHATTAN,1-01908-0001,23.0,154.4,415.9,11.0,37809.1,0.00675,43064.5
BRONX,2-02876-0067,43.0,149.0,245.0,8.4,29166.7,0.00675,12897.4
BRONX,2-03999-0001,84.0,93.0,292.0,6.9,42318.8,0.00675,1701.3
BRONX,2-03050-0008,86.0,98.2,203.3,7.3,27849.3,0.00675,4105.0
BRONX,2-05703-0165,86.0,96.9,318.5,7.2,44236.1,0.00675,5334.9
BRONX,2-03267-0056,71.0,118.7,389.1,8.9,43719.1,0.00675,25190.9
MANHATTAN,1-02083-0026,40.0,122.3,182.9,6.9,26507.2,0.00675,1065.7
MANHATTAN,1-02051-0043,9.0,176.2,340.2,13.1,25969.5,0.00675,44194.8
MANHATTAN,1-02073-0020,6.0,213.3,509.3,16.1,31633.5,0.00675,79267.4
BRONX,2-02603-0150,59.0,98.8,286.1,7.3,39191.8,0.00675,5776.8
BRONX,2-02603-0026,16.0,110.1,256.8,8.3,30939.8,0.00675,12852.3
MANHATTAN,1011820029,1.0,268.2,766.2,17.1,44807.0,0.00675,124285.7
MANHATTAN,1006290029,5.0,151.4,345.7,9.0,38411.1,0.00675,23161.9
QUEENS,4012900049,25.0,147.1,251.9,8.2,30719.5,0.00675,11937.6
MANHATTAN,1014680039,81.0,93.5,199.3,7.0,28471.4,0.00675,1907.6
MANHATTAN,1005910040,1.0,154.0,393.7,9.1,43263.7,0.00675,27247.6
QUEENS,4014920032,20.0,133.3,252.2,7.5,33626.7,0.00675,6758.9
BRONX,2-02603-0208,41.0,121.8,356.3,9.0,39588.9,0.00675,23872.1
BRONX,2-02603-0030,44.0,105.0,315.8,7.8,40487.2,0.00675,11393.1
BRONX,1-02215-0407,39.0,105.4,314.0,7.8,40256.4,0.00675,11328.2
BRONX,2-03161-0007,44.0,102.6,203.3,7.6,26750.0,0.00675,6093.7
BRONX,2-03186-0032,31.0,105.3,355.6,7.9,45012.7,0.00675,13872.8
BRONX,2-02550-0044,5.0,149.8,323.9,8.6,37662.8,0.00675,18673.2
MANHATTAN,1-02250-0023,28.0,120.8,319.8,9.0,35533.3,0.00675,21426.7
MANHATTAN,1-02159-0025,45.0,109.9,285.7,8.1,35271.6,0.00675,12761.3
MANHATTAN,1-02157-0091,34.0,114.8,209.4,8.1,25851.9,0.00675,9353.1
BRONX,2-02683-0039,66.0,100.2,192.6,7.4,26027.0,0.00675,4534.0
BRONX,2-02603-0165,49.0,115.2,328.7,8.6,38220.9,0.00675,18950.0
MANHATTAN,1-02239-0037,22.0,136.2,386.1,10.2,37852.9,0.00675,34998.9
BRONX,2-02630-0051,36.0,119.5,346.7,7.8,44448.7,0.00675,12507.9
BRONX,2-02746-0007,46.0,105.8,282.7,7.9,35784.8,0.00675,11028.9
BRONX,2-02712-0028,25.0,129.8,368.4,7.7,47844.2,0.00675,12181.0
BRONX,2-02708-0001,58.0,102.0,315.3,7.6,41486.8,0.00675,9450.8
BRONX,2-02507-0029,41.0,112.3,324.6,8.2,39585.4,0.00675,15382.8
BRONX,2-02872-0040,15.0,122.1,239.1,7.2,33208.3,0.00675,4005.0
MANHATTAN,1-02169-0012,18.0,141.4,352.8,10.6,33283.0,0.00675,34341.5
MANHATTAN,1-02236-0017,8.0,152.8,325.3,8.6,37825.6,0.00675,18753.9
MANHATTAN,1-02098-0019,88.0,109.1,342.3,8.2,41743.9,0.00675,16221.7
STATEN IS,5-00011-0020,43.0,127.8,547.3,7.3,74972.6,0.00675,11051.0
MANHATTAN,1-02142-0045,13.0,122.2,374.5,6.9,54275.4,0.00675,2181.8
QUEENS,4-05181-0006,1.0,160.4,440.1,8.8,50011.4,0.00675,27476.2
QUEENS,4-09223-0034,4.0,127.6,273.6,7.4,36973.0,0.00675,6440.6
QUEENS,4-01786-0017,7.0,136.0,338.4,8.3,40771.1,0.00675,16936.3
QUEENS,4-01679-0001,7.0,122.1,362.1,9.2,39358.7,0.00675,25842.9
BRONX,2-03256-0190,23.0,115.5,373.2,8.5,43905.9,0.00675,20591.8
BRONX,2-03149-0061,70.0,99.2,268.1,7.2,37236.1,0.00675,4490.7
